,Path,Real Class Name,Predicted Class Name,Predicted Class Number
0,imagenetv2-matched-frequency-format-val/745/baa9ae6600c01d33863b640dc1095831f46fff7e.jpeg,projector,hard_disc,592
1,imagenetv2-matched-frequency-format-val/745/bd8a26d86924f49f45e17d9ae7679d2dc4ba9c50.jpeg,projector,carton,478
2,imagenetv2-matched-frequency-format-val/745/8799385e883a820159460b9123f8e9a0d720b265.jpeg,projector,sewing_machine,786
3,imagenetv2-matched-frequency-format-val/745/ea2679db0b3cd4b0a85db58bab43af0c047343a4.jpeg,projector,paper_towel,700
4,imagenetv2-matched-frequency-format-val/745/9bf7bbbc73d63b34d8c40c58b2c568fbe374165c.jpeg,projector,Polaroid_camera,732
5,imagenetv2-matched-frequency-format-val/745/2f29871b40d6337257305e754302b7e3ea56bae0.jpeg,projector,safe,771
6,imagenetv2-matched-frequency-format-val/745/96918b82e1df3bc3e2b0ffa72067dcc3db0bb92c.jpeg,projector,power_drill,740
7,imagenetv2-matched-frequency-format-val/420/7a9a141eedbcab7972af9fe437573a10ef1de095.jpeg,banjo,drum,541
8,imagenetv2-matched-frequency-format-val/420/227651008a843c8a1b5d2735b51379244ab867f4.jpeg,banjo,scabbard,777
9,imagenetv2-matched-frequency-format-val/284/b57ce5b270fd737c78264553d0877306c6e046db.jpeg,Siamese_cat,plastic_bag,728
10,imagenetv2-matched-frequency-format-val/284/2895291027a7b3a8ccbd533ac748940cac882619.jpeg,Siamese_cat,toy_terrier,158
11,imagenetv2-matched-frequency-format-val/284/dbbac3fd44fc70cc9c1f16d18f29210b2bd343c8.jpeg,Siamese_cat,red_fox,277
12,imagenetv2-matched-frequency-format-val/284/d7df634be61cb4ac299f9e96ec8f92674efbd967.jpeg,Siamese_cat,Siberian_husky,250
13,imagenetv2-matched-frequency-format-val/284/6110268371897987a61efcd7b4fa3dd17e98a94c.jpeg,Siamese_cat,chain_saw,491
14,imagenetv2-matched-frequency-format-val/284/a7f78369824d79054ed1e324bd4ddbfd78b6144f.jpeg,Siamese_cat,Persian_cat,283
15,imagenetv2-matched-frequency-format-val/510/bc172de246313cc456bfd9939f52761926664871.jpeg,container_ship,submarine,833
16,imagenetv2-matched-frequency-format-val/510/7e047adf6e2984b281c0f3fb032a741760e6b770.jpeg,container_ship,dock,536
17,imagenetv2-matched-frequency-format-val/510/d6f6a23ee07208cc2b24a61df93181c8eddc3c4e.jpeg,container_ship,drilling_platform,540
18,imagenetv2-matched-frequency-format-val/287/8b61f0862695b20347fd33a7913bb57190aea75d.jpeg,lynx,coyote,272
19,imagenetv2-matched-frequency-format-val/287/1619eaaae35bed33cb3dd80a32cb3f2bbd911659.jpeg,lynx,snow_leopard,289
20,imagenetv2-matched-frequency-format-val/38/caa1ba69404dde51957357aa73b75df7aafe5255.jpeg,banded_gecko,African_chameleon,47
