,Path,Real Class Name,Predicted Class Name,Predicted Class Number
0,imagenetv2-matched-frequency-format-val/745/8799385e883a820159460b9123f8e9a0d720b265.jpeg,projector,upright,881
1,imagenetv2-matched-frequency-format-val/745/ea2679db0b3cd4b0a85db58bab43af0c047343a4.jpeg,projector,microphone,650
2,imagenetv2-matched-frequency-format-val/420/227651008a843c8a1b5d2735b51379244ab867f4.jpeg,banjo,hammer,587
3,imagenetv2-matched-frequency-format-val/284/b57ce5b270fd737c78264553d0877306c6e046db.jpeg,Siamese_cat,plastic_bag,728
4,imagenetv2-matched-frequency-format-val/284/2895291027a7b3a8ccbd533ac748940cac882619.jpeg,Siamese_cat,malinois,225
5,imagenetv2-matched-frequency-format-val/284/d7df634be61cb4ac299f9e96ec8f92674efbd967.jpeg,Siamese_cat,lynx,287
6,imagenetv2-matched-frequency-format-val/284/6110268371897987a61efcd7b4fa3dd17e98a94c.jpeg,Siamese_cat,macaque,373
7,imagenetv2-matched-frequency-format-val/284/a7f78369824d79054ed1e324bd4ddbfd78b6144f.jpeg,Siamese_cat,Persian_cat,283
8,imagenetv2-matched-frequency-format-val/510/39912955ad0f32138750cc20dd2b28962ba66c34.jpeg,container_ship,pirate,724
9,imagenetv2-matched-frequency-format-val/510/bc172de246313cc456bfd9939f52761926664871.jpeg,container_ship,dock,536
10,imagenetv2-matched-frequency-format-val/510/7e047adf6e2984b281c0f3fb032a741760e6b770.jpeg,container_ship,dock,536
11,imagenetv2-matched-frequency-format-val/38/53c24e834f1e2fdaa13024313b61446675572d47.jpeg,banded_gecko,hognose_snake,54
12,imagenetv2-matched-frequency-format-val/335/b85131a6b7f0ac5b46dfae18eee074c5aecef302.jpeg,fox_squirrel,toyshop,865
13,imagenetv2-matched-frequency-format-val/335/58f9df92699bcbf52b87fedf4d174fccb2b05eb6.jpeg,fox_squirrel,toucan,96
14,imagenetv2-matched-frequency-format-val/335/2567eab9e42852553a95eaa862153d3a697489dc.jpeg,fox_squirrel,indri,384
15,imagenetv2-matched-frequency-format-val/409/6b337d343c0ba812be0fe9fc2609d29c8965163a.jpeg,analog_clock,stopwatch,826
16,imagenetv2-matched-frequency-format-val/409/5d97844c01cc2d5d53280a5857a3ea95fa2afbe5.jpeg,analog_clock,stopwatch,826
17,imagenetv2-matched-frequency-format-val/409/172e417861c52e747579ac6501a7611c08cb7db2.jpeg,analog_clock,wall_clock,892
18,imagenetv2-matched-frequency-format-val/990/1c771cf0f7aa7939a3cf0a943a987939f25b53ce.jpeg,buckeye,fox_squirrel,335
19,imagenetv2-matched-frequency-format-val/386/ec3267354ce4dda40ed0a58741e71078611c6763.jpeg,African_elephant,Indian_elephant,385
20,imagenetv2-matched-frequency-format-val/386/93a016693711384ef08c6b38cfa73e76476ca7ec.jpeg,African_elephant,tusker,101
21,imagenetv2-matched-frequency-format-val/727/69d89714dc655903e6b61821a387ed6f856454fc.jpeg,planetarium,barn,425
22,imagenetv2-matched-frequency-format-val/727/65e87715edf3e14ae0bb44822e4cd6827121913e.jpeg,planetarium,dome,538
23,imagenetv2-matched-frequency-format-val/727/8369932166b4267b709e9dbcecb3677f190db4f6.jpeg,planetarium,mosque,668
24,imagenetv2-matched-frequency-format-val/177/d872811789620bb7399b97310c64fd71b8bca901.jpeg,Scottish_deerhound,Irish_wolfhound,170
25,imagenetv2-matched-frequency-format-val/177/996d1060754cad2f36057976bb0cba0f23b6c13b.jpeg,Scottish_deerhound,Irish_wolfhound,170
